grp0_Cs2H	140.0	303.6	92.6
grp0_CosH	248.2	312.0	191.9
grp3_SsuA	202.0	452.6	144.7
grp1_SsuB	255.8	285.0	158.2
grp3_SsuC	214.7	348.6	154.4
grp3_SsuD	314.9	535.2	45.7
grp0_SsuE	191.9	191.9	104.2
grp1_DszC	353.5	420.1	98.0
grp3_AtsA	582.4	414.1	11.5
grp3_AtsB	363.4	385.8	59.4
grp3_DszA	529.0	543.8	105.4
grp3_DszB	374.2	482.0	159.3
grp3_DszD	270.6	347.6	222.7
grp3_SncA	142.3	169.7	120.5
grp3_SncB	160.3	220.2	149.8
grp3_SncC	312.6	351.3	193.7
grp3_TcdH	804.3	804.3	434.5
grp3_TcdS	981.0	981.0	831.3
grp3_TcdT	187.9	271.4	177.0
grp0_MarB	638.3	944.1	38.0
grp0_MarD	571.6	661.8	266.1
grp0_MarH	500.6	568.1	264.8
grp1_MarK	344.4	638.6	148.1
